Epoch= 0, Minibatch Loss= 220.299591, Training Accuracy= 14.63571
Epoch= 129, Minibatch Loss= 3.566574, Training Accuracy= 1.48107
Epoch= 130, Minibatch Loss= 1.840482, Training Accuracy= 1.00945
Epoch= 131, Minibatch Loss= 4.399887, Training Accuracy= 1.46733
Epoch= 132, Minibatch Loss= 3.374801, Training Accuracy= 1.20114
Epoch= 133, Minibatch Loss= 4.514579, Training Accuracy= 1.56002
Epoch= 134, Minibatch Loss= 3.426759, Training Accuracy= 1.29304
Epoch= 135, Minibatch Loss= 4.744137, Training Accuracy= 1.56732
Epoch= 136, Minibatch Loss= 3.299046, Training Accuracy= 1.25271
Epoch= 137, Minibatch Loss= 3.517880, Training Accuracy= 1.40537
Epoch= 138, Minibatch Loss= 2.582476, Training Accuracy= 1.07168
Epoch= 139, Minibatch Loss= 3.976022, Training Accuracy= 1.28581
Epoch= 140, Minibatch Loss= 5.147413, Training Accuracy= 1.61416
Epoch= 141, Minibatch Loss= 3.425667, Training Accuracy= 1.33999
Epoch= 142, Minibatch Loss= 2.218137, Training Accuracy= 1.26505
Epoch= 143, Minibatch Loss= 4.254683, Training Accuracy= 1.53840
Epoch= 144, Minibatch Loss= 4.458828, Training Accuracy= 1.50155
Epoch= 145, Minibatch Loss= 3.091599, Training Accuracy= 1.43921
Epoch= 146, Minibatch Loss= 3.506149, Training Accuracy= 1.36228
Epoch= 147, Minibatch Loss= 2.263888, Training Accuracy= 1.26652
Epoch= 148, Minibatch Loss= 4.869299, Training Accuracy= 1.64995
Epoch= 149, Minibatch Loss= 5.449040, Training Accuracy= 1.75860
Epoch= 150, Minibatch Loss= 3.165992, Training Accuracy= 1.24873
Epoch= 151, Minibatch Loss= 3.544157, Training Accuracy= 1.50012
Epoch= 152, Minibatch Loss= 2.696189, Training Accuracy= 1.19938
Epoch= 153, Minibatch Loss= 3.587198, Training Accuracy= 1.43914
Epoch= 154, Minibatch Loss= 2.546450, Training Accuracy= 1.21389
Epoch= 155, Minibatch Loss= 3.473873, Training Accuracy= 1.39282
Epoch= 156, Minibatch Loss= 1.580276, Training Accuracy= 0.87644
Epoch= 157, Minibatch Loss= 2.772481, Training Accuracy= 1.25988
Epoch= 158, Minibatch Loss= 3.468835, Training Accuracy= 1.44242
Epoch= 159, Minibatch Loss= 5.361526, Training Accuracy= 1.79003
Epoch= 160, Minibatch Loss= 4.074390, Training Accuracy= 1.55671
Epoch= 161, Minibatch Loss= 4.925972, Training Accuracy= 1.65437
Epoch= 162, Minibatch Loss= 4.365376, Training Accuracy= 1.65296
Epoch= 163, Minibatch Loss= 3.798529, Training Accuracy= 1.51773
Epoch= 164, Minibatch Loss= 3.051912, Training Accuracy= 1.32804
Epoch= 165, Minibatch Loss= 3.564384, Training Accuracy= 1.40507
Epoch= 166, Minibatch Loss= 3.043477, Training Accuracy= 1.43870
Epoch= 167, Minibatch Loss= 4.564957, Training Accuracy= 1.65231
Epoch= 168, Minibatch Loss= 3.286625, Training Accuracy= 1.38639
Epoch= 169, Minibatch Loss= 5.388906, Training Accuracy= 1.77522
Epoch= 170, Minibatch Loss= 3.873686, Training Accuracy= 1.47213
Epoch= 171, Minibatch Loss= 2.586016, Training Accuracy= 1.30615
Epoch= 172, Minibatch Loss= 5.232409, Training Accuracy= 1.71845
Epoch= 173, Minibatch Loss= 4.080345, Training Accuracy= 1.54222
Epoch= 174, Minibatch Loss= 2.638203, Training Accuracy= 1.13944
Epoch= 175, Minibatch Loss= 2.545596, Training Accuracy= 1.20084
Epoch= 176, Minibatch Loss= 3.704969, Training Accuracy= 1.31508
Epoch= 177, Minibatch Loss= 2.212674, Training Accuracy= 1.14976
Epoch= 178, Minibatch Loss= 3.195308, Training Accuracy= 1.36964
Epoch= 179, Minibatch Loss= 4.354639, Training Accuracy= 1.56518
Epoch= 180, Minibatch Loss= 2.001021, Training Accuracy= 1.11879
Epoch= 181, Minibatch Loss= 3.942675, Training Accuracy= 1.47805
Epoch= 182, Minibatch Loss= 2.747429, Training Accuracy= 1.34031
Epoch= 183, Minibatch Loss= 3.531872, Training Accuracy= 1.42883
Epoch= 184, Minibatch Loss= 3.200247, Training Accuracy= 1.24930
Epoch= 185, Minibatch Loss= 2.585256, Training Accuracy= 1.15952
Epoch= 186, Minibatch Loss= 1.753467, Training Accuracy= 1.03567
Epoch= 187, Minibatch Loss= 4.653518, Training Accuracy= 1.51319
Epoch= 188, Minibatch Loss= 4.505037, Training Accuracy= 1.42068
Epoch= 189, Minibatch Loss= 4.237082, Training Accuracy= 1.50197
Epoch= 190, Minibatch Loss= 3.717118, Training Accuracy= 1.47263
Epoch= 191, Minibatch Loss= 3.388712, Training Accuracy= 1.34732
Epoch= 192, Minibatch Loss= 3.887285, Training Accuracy= 1.40737
Epoch= 193, Minibatch Loss= 4.058753, Training Accuracy= 1.58829
Epoch= 194, Minibatch Loss= 2.725706, Training Accuracy= 1.24846
Epoch= 195, Minibatch Loss= 2.706015, Training Accuracy= 1.30801
Epoch= 196, Minibatch Loss= 5.688464, Training Accuracy= 1.78600
Epoch= 197, Minibatch Loss= 3.825176, Training Accuracy= 1.41919
Epoch= 198, Minibatch Loss= 2.262995, Training Accuracy= 1.08180
Epoch= 199, Minibatch Loss= 5.969369, Training Accuracy= 1.76983
Epoch= 200, Minibatch Loss= 2.879619, Training Accuracy= 1.19075
Epoch= 201, Minibatch Loss= 4.722754, Training Accuracy= 1.56325
Epoch= 202, Minibatch Loss= 2.081305, Training Accuracy= 1.14340
Epoch= 203, Minibatch Loss= 4.053351, Training Accuracy= 1.54277
Epoch= 204, Minibatch Loss= 1.893321, Training Accuracy= 1.05972
Epoch= 205, Minibatch Loss= 2.500485, Training Accuracy= 1.23079
Epoch= 206, Minibatch Loss= 1.968239, Training Accuracy= 1.06969
Epoch= 207, Minibatch Loss= 3.020831, Training Accuracy= 1.26160
Epoch= 208, Minibatch Loss= 4.351558, Training Accuracy= 1.56727
Epoch= 209, Minibatch Loss= 4.363303, Training Accuracy= 1.47645
Epoch= 210, Minibatch Loss= 3.416824, Training Accuracy= 1.39225
Epoch= 211, Minibatch Loss= 3.857501, Training Accuracy= 1.66011
Epoch= 212, Minibatch Loss= 4.121037, Training Accuracy= 1.48903
Epoch= 213, Minibatch Loss= 2.852767, Training Accuracy= 1.32583
Epoch= 214, Minibatch Loss= 2.094589, Training Accuracy= 1.08724
Epoch= 215, Minibatch Loss= 2.165409, Training Accuracy= 1.00987
Epoch= 216, Minibatch Loss= 5.070994, Training Accuracy= 1.56204
Epoch= 217, Minibatch Loss= 4.984949, Training Accuracy= 1.64255
Epoch= 218, Minibatch Loss= 6.020352, Training Accuracy= 1.81391
Epoch= 219, Minibatch Loss= 4.043382, Training Accuracy= 1.47162
Epoch= 220, Minibatch Loss= 2.626977, Training Accuracy= 1.29782
Epoch= 221, Minibatch Loss= 2.550437, Training Accuracy= 1.20523
Epoch= 222, Minibatch Loss= 2.459504, Training Accuracy= 1.28214
Epoch= 223, Minibatch Loss= 4.317008, Training Accuracy= 1.57513
Epoch= 224, Minibatch Loss= 3.026458, Training Accuracy= 1.32121
Epoch= 225, Minibatch Loss= 3.505498, Training Accuracy= 1.50320
Epoch= 226, Minibatch Loss= 2.914494, Training Accuracy= 1.26334
Epoch= 227, Minibatch Loss= 3.054626, Training Accuracy= 1.28811
Epoch= 228, Minibatch Loss= 1.840054, Training Accuracy= 1.11332
Epoch= 229, Minibatch Loss= 3.354806, Training Accuracy= 1.30465
Epoch= 230, Minibatch Loss= 1.940405, Training Accuracy= 1.07946
Epoch= 231, Minibatch Loss= 2.759411, Training Accuracy= 1.17477
Epoch= 232, Minibatch Loss= 3.307877, Training Accuracy= 1.35835
Epoch= 233, Minibatch Loss= 2.501323, Training Accuracy= 1.16974
Epoch= 234, Minibatch Loss= 3.740214, Training Accuracy= 1.47194
Epoch= 235, Minibatch Loss= 2.183131, Training Accuracy= 1.06273
Epoch= 236, Minibatch Loss= 3.799525, Training Accuracy= 1.45235
Epoch= 237, Minibatch Loss= 2.204797, Training Accuracy= 1.06934
Epoch= 238, Minibatch Loss= 1.960803, Training Accuracy= 0.94312
Epoch= 239, Minibatch Loss= 1.852039, Training Accuracy= 1.05291
Epoch= 240, Minibatch Loss= 2.358591, Training Accuracy= 1.04705
Epoch= 241, Minibatch Loss= 2.360420, Training Accuracy= 1.17813
Epoch= 242, Minibatch Loss= 1.938322, Training Accuracy= 1.06995
Epoch= 243, Minibatch Loss= 3.093120, Training Accuracy= 1.28462
Epoch= 244, Minibatch Loss= 3.179017, Training Accuracy= 1.34217
Epoch= 245, Minibatch Loss= 3.707905, Training Accuracy= 1.36564
Epoch= 246, Minibatch Loss= 2.537856, Training Accuracy= 1.23765
Epoch= 247, Minibatch Loss= 1.595592, Training Accuracy= 1.00899
Epoch= 248, Minibatch Loss= 3.639072, Training Accuracy= 1.30283
Epoch= 249, Minibatch Loss= 2.866649, Training Accuracy= 1.17167
Epoch= 250, Minibatch Loss= 3.627616, Training Accuracy= 1.35976
Epoch= 251, Minibatch Loss= 2.791426, Training Accuracy= 1.22679
Epoch= 252, Minibatch Loss= 2.887385, Training Accuracy= 1.32246
Epoch= 253, Minibatch Loss= 2.419402, Training Accuracy= 1.18367
Epoch= 254, Minibatch Loss= 4.355903, Training Accuracy= 1.51275
Epoch= 255, Minibatch Loss= 3.616267, Training Accuracy= 1.39306
Epoch= 256, Minibatch Loss= 3.340822, Training Accuracy= 1.26676
Epoch= 257, Minibatch Loss= 4.068365, Training Accuracy= 1.44091
Epoch= 258, Minibatch Loss= 3.146832, Training Accuracy= 1.30648
Epoch= 259, Minibatch Loss= 2.915663, Training Accuracy= 1.27242
Epoch= 260, Minibatch Loss= 1.831547, Training Accuracy= 1.05713
Epoch= 261, Minibatch Loss= 4.286870, Training Accuracy= 1.36344
Epoch= 262, Minibatch Loss= 2.545664, Training Accuracy= 1.09133
Epoch= 263, Minibatch Loss= 4.151918, Training Accuracy= 1.65909
Epoch= 264, Minibatch Loss= 3.628337, Training Accuracy= 1.22497
Epoch= 265, Minibatch Loss= 2.490727, Training Accuracy= 1.27485
Epoch= 266, Minibatch Loss= 3.752881, Training Accuracy= 1.51764
Epoch= 267, Minibatch Loss= 2.220061, Training Accuracy= 1.12915
Epoch= 268, Minibatch Loss= 3.968957, Training Accuracy= 1.31879
Epoch= 269, Minibatch Loss= 2.383127, Training Accuracy= 1.13229
Epoch= 270, Minibatch Loss= 1.675234, Training Accuracy= 0.97128
Epoch= 271, Minibatch Loss= 3.984115, Training Accuracy= 1.48724
Epoch= 272, Minibatch Loss= 3.073240, Training Accuracy= 1.40262
Epoch= 273, Minibatch Loss= 2.853581, Training Accuracy= 1.16747
Epoch= 274, Minibatch Loss= 3.340715, Training Accuracy= 1.44919
Epoch= 275, Minibatch Loss= 3.100087, Training Accuracy= 1.37617
Epoch= 276, Minibatch Loss= 3.723574, Training Accuracy= 1.42247
Epoch= 277, Minibatch Loss= 1.324796, Training Accuracy= 0.90349
Epoch= 278, Minibatch Loss= 3.763527, Training Accuracy= 1.42816
Epoch= 279, Minibatch Loss= 3.057222, Training Accuracy= 1.29592
Epoch= 280, Minibatch Loss= 2.483924, Training Accuracy= 1.17568
Epoch= 281, Minibatch Loss= 3.047854, Training Accuracy= 1.16402
Epoch= 282, Minibatch Loss= 3.513456, Training Accuracy= 1.30915
Epoch= 283, Minibatch Loss= 4.616492, Training Accuracy= 1.57120
Epoch= 284, Minibatch Loss= 4.130723, Training Accuracy= 1.50311
Epoch= 285, Minibatch Loss= 3.171705, Training Accuracy= 1.30265
Epoch= 286, Minibatch Loss= 1.676544, Training Accuracy= 0.92639
Epoch= 287, Minibatch Loss= 1.857617, Training Accuracy= 1.00753
Epoch= 288, Minibatch Loss= 3.279164, Training Accuracy= 1.35167
Epoch= 289, Minibatch Loss= 3.383691, Training Accuracy= 1.30708
Epoch= 290, Minibatch Loss= 2.656804, Training Accuracy= 1.17937
Epoch= 291, Minibatch Loss= 3.619472, Training Accuracy= 1.25020
Epoch= 292, Minibatch Loss= 4.575158, Training Accuracy= 1.50774
Epoch= 293, Minibatch Loss= 3.658703, Training Accuracy= 1.45655
Epoch= 294, Minibatch Loss= 3.574966, Training Accuracy= 1.50631
Epoch= 295, Minibatch Loss= 2.935325, Training Accuracy= 1.25291
Epoch= 296, Minibatch Loss= 4.157526, Training Accuracy= 1.55549
Epoch= 297, Minibatch Loss= 2.217234, Training Accuracy= 1.18282
Epoch= 298, Minibatch Loss= 2.671129, Training Accuracy= 1.29609
Epoch= 299, Minibatch Loss= 2.541606, Training Accuracy= 1.13667
Epoch= 300, Minibatch Loss= 3.039875, Training Accuracy= 1.34386
Epoch= 301, Minibatch Loss= 3.341476, Training Accuracy= 1.35599
Epoch= 302, Minibatch Loss= 3.495407, Training Accuracy= 1.24034
Epoch= 303, Minibatch Loss= 2.720031, Training Accuracy= 1.26585
Epoch= 304, Minibatch Loss= 4.411061, Training Accuracy= 1.60460
Epoch= 305, Minibatch Loss= 2.044081, Training Accuracy= 1.13530
Epoch= 306, Minibatch Loss= 3.475055, Training Accuracy= 1.42424
Epoch= 307, Minibatch Loss= 3.519763, Training Accuracy= 1.38019
Epoch= 308, Minibatch Loss= 1.900457, Training Accuracy= 1.06275
Epoch= 309, Minibatch Loss= 2.647384, Training Accuracy= 1.14313
Epoch= 310, Minibatch Loss= 2.824443, Training Accuracy= 1.29701
Epoch= 311, Minibatch Loss= 4.452745, Training Accuracy= 1.52416
Epoch= 312, Minibatch Loss= 1.514177, Training Accuracy= 0.90144
Epoch= 313, Minibatch Loss= 2.202253, Training Accuracy= 1.06601
Epoch= 314, Minibatch Loss= 1.624589, Training Accuracy= 0.99191
Epoch= 315, Minibatch Loss= 2.980422, Training Accuracy= 1.19431
Epoch= 316, Minibatch Loss= 1.943148, Training Accuracy= 1.06998
Epoch= 317, Minibatch Loss= 3.367914, Training Accuracy= 1.32602
Epoch= 318, Minibatch Loss= 3.497617, Training Accuracy= 1.35848
Epoch= 319, Minibatch Loss= 2.177576, Training Accuracy= 1.09391
Epoch= 320, Minibatch Loss= 3.807156, Training Accuracy= 1.42869
Epoch= 321, Minibatch Loss= 2.493398, Training Accuracy= 1.17032
Epoch= 322, Minibatch Loss= 4.591419, Training Accuracy= 1.49447
Epoch= 323, Minibatch Loss= 2.264601, Training Accuracy= 1.09583
Epoch= 324, Minibatch Loss= 2.119564, Training Accuracy= 1.01722
Epoch= 325, Minibatch Loss= 1.898015, Training Accuracy= 1.02812
Epoch= 326, Minibatch Loss= 3.784191, Training Accuracy= 1.48827
Epoch= 327, Minibatch Loss= 3.155059, Training Accuracy= 1.28325
Epoch= 328, Minibatch Loss= 1.662278, Training Accuracy= 0.97707
Epoch= 329, Minibatch Loss= 3.433509, Training Accuracy= 1.41677
Epoch= 330, Minibatch Loss= 2.929657, Training Accuracy= 1.33700
Epoch= 331, Minibatch Loss= 3.618468, Training Accuracy= 1.46033
Epoch= 332, Minibatch Loss= 2.459399, Training Accuracy= 1.14322
Epoch= 333, Minibatch Loss= 3.671676, Training Accuracy= 1.43078
Epoch= 334, Minibatch Loss= 3.566332, Training Accuracy= 1.31806
Epoch= 335, Minibatch Loss= 2.886841, Training Accuracy= 1.38819
Epoch= 336, Minibatch Loss= 2.194777, Training Accuracy= 1.10095
Epoch= 337, Minibatch Loss= 1.302139, Training Accuracy= 0.92577
Epoch= 338, Minibatch Loss= 2.902931, Training Accuracy= 1.28967
Epoch= 339, Minibatch Loss= 2.268658, Training Accuracy= 1.17461
Epoch= 340, Minibatch Loss= 2.521396, Training Accuracy= 1.15079
Epoch= 341, Minibatch Loss= 3.229795, Training Accuracy= 1.30493
Epoch= 342, Minibatch Loss= 3.891302, Training Accuracy= 1.32461
Epoch= 343, Minibatch Loss= 4.209510, Training Accuracy= 1.43305
Epoch= 344, Minibatch Loss= 1.837155, Training Accuracy= 0.99916
Epoch= 345, Minibatch Loss= 1.454506, Training Accuracy= 0.91544
Epoch= 346, Minibatch Loss= 1.757399, Training Accuracy= 1.04262
Epoch= 347, Minibatch Loss= 1.672645, Training Accuracy= 1.02350
Epoch= 348, Minibatch Loss= 1.450718, Training Accuracy= 0.89549
Epoch= 349, Minibatch Loss= 3.250102, Training Accuracy= 1.22561
Epoch= 350, Minibatch Loss= 2.736487, Training Accuracy= 1.21445
Epoch= 351, Minibatch Loss= 1.944247, Training Accuracy= 1.01782
Epoch= 352, Minibatch Loss= 3.209229, Training Accuracy= 1.39680
Epoch= 353, Minibatch Loss= 2.601400, Training Accuracy= 1.11240
Epoch= 354, Minibatch Loss= 1.785427, Training Accuracy= 0.95733
Epoch= 355, Minibatch Loss= 1.991053, Training Accuracy= 1.07851
Epoch= 356, Minibatch Loss= 2.753875, Training Accuracy= 1.23423
Epoch= 357, Minibatch Loss= 2.925887, Training Accuracy= 1.29866
Epoch= 358, Minibatch Loss= 3.172940, Training Accuracy= 1.18362
Epoch= 359, Minibatch Loss= 2.116734, Training Accuracy= 1.04623
Epoch= 360, Minibatch Loss= 2.416827, Training Accuracy= 1.10132
Epoch= 361, Minibatch Loss= 2.058840, Training Accuracy= 1.06883
Epoch= 362, Minibatch Loss= 2.604407, Training Accuracy= 1.09527
Epoch= 363, Minibatch Loss= 2.034701, Training Accuracy= 1.05191
Epoch= 364, Minibatch Loss= 2.838436, Training Accuracy= 1.20533
Epoch= 365, Minibatch Loss= 2.887327, Training Accuracy= 1.28341
Epoch= 366, Minibatch Loss= 4.178038, Training Accuracy= 1.49792
Epoch= 367, Minibatch Loss= 2.923773, Training Accuracy= 1.16191
Epoch= 368, Minibatch Loss= 2.171169, Training Accuracy= 1.14561
Epoch= 369, Minibatch Loss= 1.711011, Training Accuracy= 1.00845
Epoch= 370, Minibatch Loss= 3.783975, Training Accuracy= 1.29638
Epoch= 371, Minibatch Loss= 2.711206, Training Accuracy= 1.22796
Epoch= 372, Minibatch Loss= 2.930517, Training Accuracy= 1.26652
Epoch= 373, Minibatch Loss= 3.025249, Training Accuracy= 1.20766
Epoch= 374, Minibatch Loss= 3.062500, Training Accuracy= 1.33228
Epoch= 375, Minibatch Loss= 3.452303, Training Accuracy= 1.36368
Epoch= 376, Minibatch Loss= 2.317348, Training Accuracy= 1.05234
