Epoch= 0, Minibatch Loss= 23.520184, Training Accuracy= 3.92964
Epoch= 28, Minibatch Loss= 30.431179, Training Accuracy= 4.33040
Epoch= 29, Minibatch Loss= 18.652094, Training Accuracy= 3.52334
Epoch= 30, Minibatch Loss= 17.593620, Training Accuracy= 3.45899
Epoch= 31, Minibatch Loss= 20.572668, Training Accuracy= 3.63713
Epoch= 32, Minibatch Loss= 25.707373, Training Accuracy= 3.94816
Epoch= 33, Minibatch Loss= 26.392427, Training Accuracy= 3.97601
Epoch= 34, Minibatch Loss= 24.627539, Training Accuracy= 4.03393
Epoch= 35, Minibatch Loss= 23.109243, Training Accuracy= 3.93975
Epoch= 36, Minibatch Loss= 26.121191, Training Accuracy= 4.17654
Epoch= 37, Minibatch Loss= 20.344067, Training Accuracy= 3.80389
Epoch= 38, Minibatch Loss= 19.759594, Training Accuracy= 3.59058
Epoch= 39, Minibatch Loss= 20.967314, Training Accuracy= 3.64286
Epoch= 40, Minibatch Loss= 18.731676, Training Accuracy= 3.60375
Epoch= 41, Minibatch Loss= 22.422108, Training Accuracy= 3.66272
Epoch= 42, Minibatch Loss= 23.502485, Training Accuracy= 4.01745
Epoch= 43, Minibatch Loss= 19.910973, Training Accuracy= 3.41069
Epoch= 44, Minibatch Loss= 24.329119, Training Accuracy= 3.89307
Epoch= 45, Minibatch Loss= 23.991779, Training Accuracy= 3.77632
Epoch= 46, Minibatch Loss= 17.192987, Training Accuracy= 3.34988
Epoch= 47, Minibatch Loss= 18.761236, Training Accuracy= 3.57566
Epoch= 48, Minibatch Loss= 16.235115, Training Accuracy= 3.49847
Epoch= 49, Minibatch Loss= 19.153240, Training Accuracy= 3.59396
Epoch= 50, Minibatch Loss= 16.905628, Training Accuracy= 3.41945
Epoch= 51, Minibatch Loss= 18.354620, Training Accuracy= 3.65026
Epoch= 52, Minibatch Loss= 21.408646, Training Accuracy= 3.72426
Epoch= 53, Minibatch Loss= 23.354092, Training Accuracy= 4.17113
Epoch= 54, Minibatch Loss= 19.912416, Training Accuracy= 3.79585
Epoch= 55, Minibatch Loss= 20.981289, Training Accuracy= 3.93700
Epoch= 56, Minibatch Loss= 13.535714, Training Accuracy= 2.87883
Epoch= 57, Minibatch Loss= 23.115114, Training Accuracy= 3.73400
Epoch= 58, Minibatch Loss= 15.137033, Training Accuracy= 3.11617
Epoch= 59, Minibatch Loss= 22.847797, Training Accuracy= 3.98450
Epoch= 60, Minibatch Loss= 26.284914, Training Accuracy= 4.13821
Epoch= 61, Minibatch Loss= 20.212181, Training Accuracy= 3.71201
Epoch= 62, Minibatch Loss= 20.576139, Training Accuracy= 3.79756
Epoch= 63, Minibatch Loss= 26.965509, Training Accuracy= 4.07607
Epoch= 64, Minibatch Loss= 15.174679, Training Accuracy= 3.11418
Epoch= 65, Minibatch Loss= 21.572193, Training Accuracy= 3.51760
Epoch= 66, Minibatch Loss= 24.416853, Training Accuracy= 4.06201
Epoch= 67, Minibatch Loss= 21.026300, Training Accuracy= 3.63321
Epoch= 68, Minibatch Loss= 23.949421, Training Accuracy= 3.75179
Epoch= 69, Minibatch Loss= 27.213823, Training Accuracy= 4.20500
Epoch= 70, Minibatch Loss= 17.691723, Training Accuracy= 3.33410
Epoch= 71, Minibatch Loss= 13.659061, Training Accuracy= 2.97850
Epoch= 72, Minibatch Loss= 18.953886, Training Accuracy= 3.38197
Epoch= 73, Minibatch Loss= 21.279854, Training Accuracy= 3.49648
Epoch= 74, Minibatch Loss= 25.683575, Training Accuracy= 3.82288
Epoch= 75, Minibatch Loss= 17.419458, Training Accuracy= 3.47373
Epoch= 76, Minibatch Loss= 22.093481, Training Accuracy= 3.86086
Epoch= 77, Minibatch Loss= 22.286766, Training Accuracy= 3.84943
Epoch= 78, Minibatch Loss= 19.520681, Training Accuracy= 3.49109
Epoch= 79, Minibatch Loss= 25.411415, Training Accuracy= 3.87903
Epoch= 80, Minibatch Loss= 20.777193, Training Accuracy= 3.61838
Epoch= 81, Minibatch Loss= 24.491985, Training Accuracy= 4.03591
Epoch= 82, Minibatch Loss= 18.549526, Training Accuracy= 3.49480
Epoch= 83, Minibatch Loss= 17.987040, Training Accuracy= 3.42511
Epoch= 84, Minibatch Loss= 19.526840, Training Accuracy= 3.54246
Epoch= 85, Minibatch Loss= 16.502197, Training Accuracy= 3.49445
Epoch= 86, Minibatch Loss= 19.515558, Training Accuracy= 3.49688
Epoch= 87, Minibatch Loss= 21.797449, Training Accuracy= 3.77242
Epoch= 88, Minibatch Loss= 22.736570, Training Accuracy= 3.63961
Epoch= 89, Minibatch Loss= 17.245373, Training Accuracy= 3.19973
Epoch= 90, Minibatch Loss= 17.029675, Training Accuracy= 3.51862
Epoch= 91, Minibatch Loss= 31.002125, Training Accuracy= 4.47241
Epoch= 92, Minibatch Loss= 30.585991, Training Accuracy= 4.36107
Epoch= 93, Minibatch Loss= 29.828302, Training Accuracy= 4.37498
Epoch= 94, Minibatch Loss= 27.930187, Training Accuracy= 4.45087
Epoch= 95, Minibatch Loss= 31.021135, Training Accuracy= 4.66551
Epoch= 96, Minibatch Loss= 36.364025, Training Accuracy= 4.60500
Epoch= 97, Minibatch Loss= 38.061966, Training Accuracy= 5.05767
Epoch= 98, Minibatch Loss= 37.541840, Training Accuracy= 4.51556
Epoch= 99, Minibatch Loss= 49.916779, Training Accuracy= 5.84328
Epoch= 100, Minibatch Loss= 32.777187, Training Accuracy= 4.54720
Epoch= 101, Minibatch Loss= 31.642292, Training Accuracy= 4.37075
Epoch= 102, Minibatch Loss= 40.482792, Training Accuracy= 4.87027
Epoch= 103, Minibatch Loss= 33.248730, Training Accuracy= 4.75738
Epoch= 104, Minibatch Loss= 41.632496, Training Accuracy= 5.13836
Epoch= 105, Minibatch Loss= 58.331722, Training Accuracy= 6.21924
Epoch= 106, Minibatch Loss= 27.757078, Training Accuracy= 4.06113
Epoch= 107, Minibatch Loss= 41.588287, Training Accuracy= 4.87346
Epoch= 108, Minibatch Loss= 35.968014, Training Accuracy= 4.74281
Epoch= 109, Minibatch Loss= 30.670839, Training Accuracy= 4.12336
Epoch= 110, Minibatch Loss= 41.543991, Training Accuracy= 5.19154
Epoch= 111, Minibatch Loss= 37.407665, Training Accuracy= 4.89387
Epoch= 112, Minibatch Loss= 38.749882, Training Accuracy= 5.13617
Epoch= 113, Minibatch Loss= 45.629913, Training Accuracy= 5.55793
Epoch= 114, Minibatch Loss= 42.828007, Training Accuracy= 5.20615
Epoch= 115, Minibatch Loss= 32.158558, Training Accuracy= 4.25311
Epoch= 116, Minibatch Loss= 33.427101, Training Accuracy= 4.48302
Epoch= 117, Minibatch Loss= 39.054031, Training Accuracy= 5.04075
Epoch= 118, Minibatch Loss= 33.091599, Training Accuracy= 4.53759
Epoch= 119, Minibatch Loss= 35.000713, Training Accuracy= 4.62738
Epoch= 120, Minibatch Loss= 33.892223, Training Accuracy= 4.67345
Epoch= 121, Minibatch Loss= 16.467262, Training Accuracy= 3.29564
Epoch= 122, Minibatch Loss= 34.591488, Training Accuracy= 4.76744
Epoch= 123, Minibatch Loss= 58.168037, Training Accuracy= 6.35210
Epoch= 124, Minibatch Loss= 45.964325, Training Accuracy= 5.52581
Epoch= 125, Minibatch Loss= 34.037422, Training Accuracy= 4.46983
Epoch= 126, Minibatch Loss= 24.355347, Training Accuracy= 3.98969
Epoch= 127, Minibatch Loss= 42.126389, Training Accuracy= 5.10948
Epoch= 128, Minibatch Loss= 36.633953, Training Accuracy= 4.98585
Epoch= 129, Minibatch Loss= 49.173744, Training Accuracy= 5.62980
Epoch= 130, Minibatch Loss= 37.674484, Training Accuracy= 4.80703
Epoch= 131, Minibatch Loss= 35.899788, Training Accuracy= 4.67411
Epoch= 132, Minibatch Loss= 27.997654, Training Accuracy= 4.37037
Epoch= 133, Minibatch Loss= 38.610607, Training Accuracy= 4.62293
Epoch= 134, Minibatch Loss= 29.433752, Training Accuracy= 4.45003
Epoch= 135, Minibatch Loss= 25.929926, Training Accuracy= 4.02275
Epoch= 136, Minibatch Loss= 36.693214, Training Accuracy= 4.71177
Epoch= 137, Minibatch Loss= 37.916924, Training Accuracy= 4.97747
Epoch= 138, Minibatch Loss= 52.129063, Training Accuracy= 5.66703
Epoch= 139, Minibatch Loss= 48.006660, Training Accuracy= 5.56949
Epoch= 140, Minibatch Loss= 33.808701, Training Accuracy= 4.44263
Epoch= 141, Minibatch Loss= 31.237392, Training Accuracy= 4.70754
Epoch= 142, Minibatch Loss= 42.692589, Training Accuracy= 5.48341
Epoch= 143, Minibatch Loss= 35.032829, Training Accuracy= 5.08851
Epoch= 144, Minibatch Loss= 39.102211, Training Accuracy= 4.93412
Epoch= 145, Minibatch Loss= 60.552322, Training Accuracy= 6.10499
Epoch= 146, Minibatch Loss= 21.192795, Training Accuracy= 3.75408
Epoch= 147, Minibatch Loss= 41.452061, Training Accuracy= 5.27872
Epoch= 148, Minibatch Loss= 39.130985, Training Accuracy= 4.74047
Epoch= 149, Minibatch Loss= 30.742622, Training Accuracy= 4.40301
Epoch= 150, Minibatch Loss= 38.018528, Training Accuracy= 4.92394
Epoch= 151, Minibatch Loss= 33.506474, Training Accuracy= 4.66519
Epoch= 152, Minibatch Loss= 33.808704, Training Accuracy= 4.41986
Epoch= 153, Minibatch Loss= 28.803551, Training Accuracy= 4.25437
Epoch= 154, Minibatch Loss= 32.130585, Training Accuracy= 4.59773
Epoch= 155, Minibatch Loss= 32.432903, Training Accuracy= 4.62386
Epoch= 156, Minibatch Loss= 23.078333, Training Accuracy= 3.71750
Epoch= 157, Minibatch Loss= 36.173214, Training Accuracy= 4.98574
Epoch= 158, Minibatch Loss= 37.122677, Training Accuracy= 4.62655
Epoch= 159, Minibatch Loss= 27.384232, Training Accuracy= 3.99924
Epoch= 160, Minibatch Loss= 41.504086, Training Accuracy= 5.30912
Epoch= 161, Minibatch Loss= 38.081650, Training Accuracy= 4.98215
Epoch= 162, Minibatch Loss= 28.760792, Training Accuracy= 4.59587
Epoch= 163, Minibatch Loss= 30.168964, Training Accuracy= 4.57958
Epoch= 164, Minibatch Loss= 31.969589, Training Accuracy= 4.38075
Epoch= 165, Minibatch Loss= 25.629539, Training Accuracy= 4.23185
Epoch= 166, Minibatch Loss= 43.875519, Training Accuracy= 5.16439
Epoch= 167, Minibatch Loss= 42.233471, Training Accuracy= 5.39289
Epoch= 168, Minibatch Loss= 50.364697, Training Accuracy= 5.62091
Epoch= 169, Minibatch Loss= 24.062366, Training Accuracy= 4.01865
Epoch= 170, Minibatch Loss= 34.647144, Training Accuracy= 4.67164
Epoch= 171, Minibatch Loss= 37.926987, Training Accuracy= 4.98101
Epoch= 172, Minibatch Loss= 31.111540, Training Accuracy= 4.47173
Epoch= 173, Minibatch Loss= 33.970963, Training Accuracy= 4.73501
Epoch= 174, Minibatch Loss= 53.068905, Training Accuracy= 5.86821
Epoch= 175, Minibatch Loss= 34.963699, Training Accuracy= 4.50428
Epoch= 176, Minibatch Loss= 37.717949, Training Accuracy= 4.72396
Epoch= 177, Minibatch Loss= 29.969948, Training Accuracy= 4.19392
Epoch= 178, Minibatch Loss= 26.695845, Training Accuracy= 3.94416
Epoch= 179, Minibatch Loss= 42.688217, Training Accuracy= 5.09549
Epoch= 180, Minibatch Loss= 33.824566, Training Accuracy= 4.64336
Epoch= 181, Minibatch Loss= 50.550957, Training Accuracy= 5.77424
Epoch= 182, Minibatch Loss= 27.236326, Training Accuracy= 4.20570
Epoch= 183, Minibatch Loss= 31.386904, Training Accuracy= 4.27416
Epoch= 184, Minibatch Loss= 31.878586, Training Accuracy= 4.40986
Epoch= 185, Minibatch Loss= 35.377125, Training Accuracy= 4.69542
Epoch= 186, Minibatch Loss= 26.462435, Training Accuracy= 4.08926
Epoch= 187, Minibatch Loss= 45.343380, Training Accuracy= 5.18834
Epoch= 188, Minibatch Loss= 25.754183, Training Accuracy= 3.78995
Epoch= 189, Minibatch Loss= 45.854332, Training Accuracy= 5.27009
Epoch= 190, Minibatch Loss= 33.153652, Training Accuracy= 4.33814
Epoch= 191, Minibatch Loss= 31.968193, Training Accuracy= 4.46457
Epoch= 192, Minibatch Loss= 42.952877, Training Accuracy= 4.91079
Epoch= 193, Minibatch Loss= 38.446331, Training Accuracy= 4.76530
Epoch= 194, Minibatch Loss= 35.816162, Training Accuracy= 4.65366
Epoch= 195, Minibatch Loss= 33.230453, Training Accuracy= 4.54502
Epoch= 196, Minibatch Loss= 30.831758, Training Accuracy= 4.37390
Epoch= 197, Minibatch Loss= 31.410181, Training Accuracy= 4.56409
Epoch= 198, Minibatch Loss= 31.175806, Training Accuracy= 4.24612
Epoch= 199, Minibatch Loss= 23.105835, Training Accuracy= 3.99501
Epoch= 200, Minibatch Loss= 52.534081, Training Accuracy= 5.84818
Epoch= 201, Minibatch Loss= 36.209812, Training Accuracy= 4.86276
Epoch= 202, Minibatch Loss= 36.847122, Training Accuracy= 4.78398
Epoch= 203, Minibatch Loss= 38.666225, Training Accuracy= 4.79474
Epoch= 204, Minibatch Loss= 44.386017, Training Accuracy= 5.26103
Epoch= 205, Minibatch Loss= 30.787603, Training Accuracy= 4.55578
Epoch= 206, Minibatch Loss= 40.637100, Training Accuracy= 5.04275
Epoch= 207, Minibatch Loss= 39.716808, Training Accuracy= 4.92119
Epoch= 208, Minibatch Loss= 33.434181, Training Accuracy= 4.45921
Epoch= 209, Minibatch Loss= 32.917072, Training Accuracy= 4.20250
Epoch= 210, Minibatch Loss= 23.223631, Training Accuracy= 3.83905
Epoch= 211, Minibatch Loss= 30.434776, Training Accuracy= 4.47406
Epoch= 212, Minibatch Loss= 36.522560, Training Accuracy= 4.74913
Epoch= 213, Minibatch Loss= 35.008297, Training Accuracy= 4.55865
Epoch= 214, Minibatch Loss= 34.830284, Training Accuracy= 4.88247
Epoch= 215, Minibatch Loss= 32.986485, Training Accuracy= 4.60634
Epoch= 216, Minibatch Loss= 37.636696, Training Accuracy= 4.98261
Epoch= 217, Minibatch Loss= 32.508923, Training Accuracy= 4.50963
Epoch= 218, Minibatch Loss= 21.283619, Training Accuracy= 3.56815
Epoch= 219, Minibatch Loss= 35.812950, Training Accuracy= 4.75747
Epoch= 220, Minibatch Loss= 38.759842, Training Accuracy= 5.33128
Epoch= 221, Minibatch Loss= 39.013405, Training Accuracy= 4.83312
Epoch= 222, Minibatch Loss= 41.275055, Training Accuracy= 4.97068
Epoch= 223, Minibatch Loss= 28.373613, Training Accuracy= 4.54365
Epoch= 224, Minibatch Loss= 33.200111, Training Accuracy= 4.45496
Epoch= 225, Minibatch Loss= 50.757225, Training Accuracy= 5.27691
Epoch= 226, Minibatch Loss= 33.902699, Training Accuracy= 4.41467
Epoch= 227, Minibatch Loss= 28.520741, Training Accuracy= 4.23807
Epoch= 228, Minibatch Loss= 41.692116, Training Accuracy= 5.38164
Epoch= 229, Minibatch Loss= 46.112503, Training Accuracy= 5.43870
Epoch= 230, Minibatch Loss= 27.870821, Training Accuracy= 3.98545
Epoch= 231, Minibatch Loss= 36.727631, Training Accuracy= 4.76858
Epoch= 232, Minibatch Loss= 34.976280, Training Accuracy= 4.82881
Epoch= 233, Minibatch Loss= 25.930542, Training Accuracy= 4.02632
Epoch= 234, Minibatch Loss= 30.396013, Training Accuracy= 4.36223
Epoch= 235, Minibatch Loss= 28.719572, Training Accuracy= 4.31790
Epoch= 236, Minibatch Loss= 27.942949, Training Accuracy= 4.03583
Epoch= 237, Minibatch Loss= 28.096323, Training Accuracy= 4.33469
Epoch= 238, Minibatch Loss= 29.590561, Training Accuracy= 4.33443
Epoch= 239, Minibatch Loss= 34.548668, Training Accuracy= 4.61927
Epoch= 240, Minibatch Loss= 40.139637, Training Accuracy= 5.14734
Epoch= 241, Minibatch Loss= 36.913727, Training Accuracy= 4.82191
Epoch= 242, Minibatch Loss= 26.077723, Training Accuracy= 4.21174
Epoch= 243, Minibatch Loss= 34.531925, Training Accuracy= 4.70251
Epoch= 244, Minibatch Loss= 34.385738, Training Accuracy= 4.66152
Epoch= 245, Minibatch Loss= 56.992687, Training Accuracy= 6.29615
Epoch= 246, Minibatch Loss= 27.983309, Training Accuracy= 4.14708
Epoch= 247, Minibatch Loss= 32.937637, Training Accuracy= 4.62003
Epoch= 248, Minibatch Loss= 39.442490, Training Accuracy= 4.79110
Epoch= 249, Minibatch Loss= 27.312660, Training Accuracy= 4.28923
Epoch= 250, Minibatch Loss= 32.271275, Training Accuracy= 4.48157
Epoch= 251, Minibatch Loss= 40.113094, Training Accuracy= 5.12698
Epoch= 252, Minibatch Loss= 30.182903, Training Accuracy= 4.10712
Epoch= 253, Minibatch Loss= 44.520336, Training Accuracy= 5.03730
Epoch= 254, Minibatch Loss= 33.717968, Training Accuracy= 4.90057
Epoch= 255, Minibatch Loss= 31.914095, Training Accuracy= 4.36833
Epoch= 256, Minibatch Loss= 30.642437, Training Accuracy= 4.74246
Epoch= 257, Minibatch Loss= 41.934414, Training Accuracy= 5.19032
Epoch= 258, Minibatch Loss= 23.854986, Training Accuracy= 3.62790
Epoch= 259, Minibatch Loss= 27.443733, Training Accuracy= 4.41878
Epoch= 260, Minibatch Loss= 28.176912, Training Accuracy= 4.50088
Epoch= 261, Minibatch Loss= 39.775757, Training Accuracy= 5.24527
Epoch= 262, Minibatch Loss= 31.152273, Training Accuracy= 4.34449
Epoch= 263, Minibatch Loss= 32.973988, Training Accuracy= 4.91840
Epoch= 264, Minibatch Loss= 28.358616, Training Accuracy= 4.23427
Epoch= 265, Minibatch Loss= 36.205482, Training Accuracy= 4.86778
Epoch= 266, Minibatch Loss= 30.216438, Training Accuracy= 4.40832
Epoch= 267, Minibatch Loss= 35.407013, Training Accuracy= 4.45864
Epoch= 268, Minibatch Loss= 31.250551, Training Accuracy= 4.35934
Epoch= 269, Minibatch Loss= 36.416786, Training Accuracy= 5.04516
Epoch= 270, Minibatch Loss= 35.898964, Training Accuracy= 4.72750
Epoch= 271, Minibatch Loss= 36.190739, Training Accuracy= 4.64514
Epoch= 272, Minibatch Loss= 48.898857, Training Accuracy= 5.69670
Epoch= 273, Minibatch Loss= 45.169815, Training Accuracy= 5.30046
Epoch= 274, Minibatch Loss= 24.620689, Training Accuracy= 4.10374
Epoch= 275, Minibatch Loss= 34.648460, Training Accuracy= 4.69797
Epoch= 276, Minibatch Loss= 29.737288, Training Accuracy= 4.42276
Epoch= 277, Minibatch Loss= 34.798431, Training Accuracy= 4.70376
Epoch= 278, Minibatch Loss= 36.518017, Training Accuracy= 5.15774
Epoch= 279, Minibatch Loss= 33.758461, Training Accuracy= 4.42852
Epoch= 280, Minibatch Loss= 40.166142, Training Accuracy= 4.99427
Epoch= 281, Minibatch Loss= 31.413269, Training Accuracy= 4.22696
Epoch= 282, Minibatch Loss= 60.011333, Training Accuracy= 5.98657
Epoch= 283, Minibatch Loss= 28.834322, Training Accuracy= 4.46124
Epoch= 284, Minibatch Loss= 51.313057, Training Accuracy= 6.00488
Epoch= 285, Minibatch Loss= 37.498646, Training Accuracy= 4.68744
Epoch= 286, Minibatch Loss= 44.541592, Training Accuracy= 5.55098
Epoch= 287, Minibatch Loss= 33.285275, Training Accuracy= 4.26646
Epoch= 288, Minibatch Loss= 47.312210, Training Accuracy= 5.85037
Epoch= 289, Minibatch Loss= 32.976208, Training Accuracy= 4.70058
Epoch= 290, Minibatch Loss= 38.387211, Training Accuracy= 4.91002
Epoch= 291, Minibatch Loss= 35.401638, Training Accuracy= 4.88330
Epoch= 292, Minibatch Loss= 35.543182, Training Accuracy= 4.72939
Epoch= 293, Minibatch Loss= 27.888466, Training Accuracy= 4.06627
Epoch= 294, Minibatch Loss= 30.285860, Training Accuracy= 4.50621
Epoch= 295, Minibatch Loss= 35.781532, Training Accuracy= 4.77842
Epoch= 296, Minibatch Loss= 41.482750, Training Accuracy= 5.19571
Epoch= 297, Minibatch Loss= 36.276947, Training Accuracy= 5.01680
Epoch= 298, Minibatch Loss= 30.458580, Training Accuracy= 4.53783
Epoch= 299, Minibatch Loss= 42.686478, Training Accuracy= 5.11897
Epoch= 300, Minibatch Loss= 30.044382, Training Accuracy= 4.21891
Epoch= 301, Minibatch Loss= 36.216167, Training Accuracy= 5.12439
Epoch= 302, Minibatch Loss= 44.128555, Training Accuracy= 5.17321
Epoch= 303, Minibatch Loss= 47.568993, Training Accuracy= 5.36693
Epoch= 304, Minibatch Loss= 29.880516, Training Accuracy= 4.38617
Epoch= 305, Minibatch Loss= 38.798439, Training Accuracy= 5.15358
Epoch= 306, Minibatch Loss= 25.400593, Training Accuracy= 3.83095
Epoch= 307, Minibatch Loss= 28.661184, Training Accuracy= 4.04094
Epoch= 308, Minibatch Loss= 42.384743, Training Accuracy= 5.11289
Epoch= 309, Minibatch Loss= 37.592262, Training Accuracy= 5.21452
Epoch= 310, Minibatch Loss= 35.746754, Training Accuracy= 4.76097
Epoch= 311, Minibatch Loss= 23.948458, Training Accuracy= 3.74560
Epoch= 312, Minibatch Loss= 30.841782, Training Accuracy= 4.62882
Epoch= 313, Minibatch Loss= 36.734566, Training Accuracy= 4.75628
Epoch= 314, Minibatch Loss= 36.847260, Training Accuracy= 4.86851
Epoch= 315, Minibatch Loss= 30.918739, Training Accuracy= 4.45679
Epoch= 316, Minibatch Loss= 35.770348, Training Accuracy= 4.72390
Epoch= 317, Minibatch Loss= 35.211884, Training Accuracy= 4.65955
Epoch= 318, Minibatch Loss= 32.714935, Training Accuracy= 4.39845
Epoch= 319, Minibatch Loss= 35.614487, Training Accuracy= 4.67653
Epoch= 320, Minibatch Loss= 39.751640, Training Accuracy= 5.37811
Epoch= 321, Minibatch Loss= 49.700844, Training Accuracy= 6.00544
Epoch= 322, Minibatch Loss= 48.719872, Training Accuracy= 5.43385
Epoch= 323, Minibatch Loss= 36.637905, Training Accuracy= 4.72253
Epoch= 324, Minibatch Loss= 28.523109, Training Accuracy= 4.37121
Epoch= 325, Minibatch Loss= 26.607004, Training Accuracy= 4.44212
Epoch= 326, Minibatch Loss= 32.412872, Training Accuracy= 4.66762
Epoch= 327, Minibatch Loss= 43.493736, Training Accuracy= 5.22352
Epoch= 328, Minibatch Loss= 52.686020, Training Accuracy= 6.09914
Epoch= 329, Minibatch Loss= 38.056347, Training Accuracy= 4.55206
Epoch= 330, Minibatch Loss= 20.471428, Training Accuracy= 3.73533
Epoch= 331, Minibatch Loss= 35.334572, Training Accuracy= 4.79056
Epoch= 332, Minibatch Loss= 37.074413, Training Accuracy= 5.04425
Epoch= 333, Minibatch Loss= 38.532494, Training Accuracy= 4.60182
Epoch= 334, Minibatch Loss= 42.227154, Training Accuracy= 5.40243
Epoch= 335, Minibatch Loss= 38.962128, Training Accuracy= 4.96997
Epoch= 336, Minibatch Loss= 29.135183, Training Accuracy= 3.87078
Epoch= 337, Minibatch Loss= 42.042778, Training Accuracy= 5.20637
Epoch= 338, Minibatch Loss= 43.053711, Training Accuracy= 5.25087
Epoch= 339, Minibatch Loss= 50.952305, Training Accuracy= 5.81776
Epoch= 340, Minibatch Loss= 40.198097, Training Accuracy= 4.95890
Epoch= 341, Minibatch Loss= 37.529064, Training Accuracy= 5.15804
Epoch= 342, Minibatch Loss= 38.955517, Training Accuracy= 5.13791
Epoch= 343, Minibatch Loss= 39.335106, Training Accuracy= 4.75359
Epoch= 344, Minibatch Loss= 56.863144, Training Accuracy= 6.14252
Epoch= 345, Minibatch Loss= 42.300461, Training Accuracy= 5.30735
Epoch= 346, Minibatch Loss= 48.320892, Training Accuracy= 5.12747
Epoch= 347, Minibatch Loss= 37.626957, Training Accuracy= 5.05479
Epoch= 348, Minibatch Loss= 38.099495, Training Accuracy= 4.98548
Epoch= 349, Minibatch Loss= 37.822220, Training Accuracy= 4.86523
Epoch= 350, Minibatch Loss= 42.951817, Training Accuracy= 4.68060
Epoch= 351, Minibatch Loss= 33.359482, Training Accuracy= 4.41750
Epoch= 352, Minibatch Loss= 36.234112, Training Accuracy= 4.68005
Epoch= 353, Minibatch Loss= 40.114380, Training Accuracy= 4.91003
Epoch= 354, Minibatch Loss= 30.756376, Training Accuracy= 4.50009
Epoch= 355, Minibatch Loss= 58.497631, Training Accuracy= 6.32583
Epoch= 356, Minibatch Loss= 30.655024, Training Accuracy= 4.40577
Epoch= 357, Minibatch Loss= 53.983036, Training Accuracy= 5.90153
Epoch= 358, Minibatch Loss= 45.997772, Training Accuracy= 5.19567
Epoch= 359, Minibatch Loss= 38.837498, Training Accuracy= 5.00679
Epoch= 360, Minibatch Loss= 47.816132, Training Accuracy= 5.45626
Epoch= 361, Minibatch Loss= 46.939693, Training Accuracy= 5.50037
Epoch= 362, Minibatch Loss= 50.327423, Training Accuracy= 5.45192
Epoch= 363, Minibatch Loss= 43.466537, Training Accuracy= 5.40341
Epoch= 364, Minibatch Loss= 34.003418, Training Accuracy= 4.66336
Epoch= 365, Minibatch Loss= 30.527678, Training Accuracy= 4.40756
Epoch= 366, Minibatch Loss= 36.566868, Training Accuracy= 4.97586
Epoch= 367, Minibatch Loss= 34.977295, Training Accuracy= 4.66629
Epoch= 368, Minibatch Loss= 49.280846, Training Accuracy= 5.58742
Epoch= 369, Minibatch Loss= 63.882267, Training Accuracy= 6.68616
Epoch= 370, Minibatch Loss= 41.734497, Training Accuracy= 5.04642
Epoch= 371, Minibatch Loss= 33.517365, Training Accuracy= 4.59587
Epoch= 372, Minibatch Loss= 39.464634, Training Accuracy= 4.97117
Epoch= 373, Minibatch Loss= 33.405148, Training Accuracy= 4.09229
Epoch= 374, Minibatch Loss= 44.147263, Training Accuracy= 5.20938
Epoch= 375, Minibatch Loss= 42.612892, Training Accuracy= 5.02755
Epoch= 376, Minibatch Loss= 36.917435, Training Accuracy= 4.72658
